model_kind,vs,t,p,n
static,concat_a,-1.5118194880586369,0.1338309628725091,98
tau_rope,concat_a,-2.001177670071956,0.048167186362634874,98
tau_rope_concat,concat_a,-0.6798494781030054,0.4982190692397661,98
