epochs,seed,model_kind,ic,static_ic,below_static,concat_ic,below_concat,pe_scale_mean
3,7,concat_a:no_intensity,-0.019819466248037678,-0.011428571428571425,True,0.0713465743575086,True,
3,17,concat_a:no_intensity,0.01697802197802198,-0.03613392773153558,False,0.03069858712715855,True,
3,27,concat_a:no_intensity,0.07748037676609104,0.0785713983731266,True,0.06939627026816254,False,
