model_kind,vs,t,p,n
static,concat_a,1.9268385591676882,0.05692633742314852,98
film_a,concat_a,1.2687341758399397,0.20757210837841134,98
tau_rope,concat_a,-0.204134411629467,0.838676147180726,98
