ic,icir,mae,tau_last_mean,market_shift_mean,bias_abs_mean,qk_abs_mean,bias_to_qk_ratio,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,qk_swap_delta_mean,rand_attn_swap_delta_mean,rand_qk_swap_delta_mean,attn_topk_delta_mean,attn_kl_mean,model_kind
-0.05393249607535322,-0.1961376323188843,0.007739411691934283,,,,,,,,,,,,,,,,,,concat_a
-0.06510204081632653,-0.2502067043720681,0.011905436813689963,45.354524223171936,0.0017341180390450267,3.67677518542932,0.18973744090114322,19.414616300854483,5.0403293154191,0.09658279197708684,0.9995550124012694,0.020301980500926776,4.535810071594861e-05,0.0024630139880262468,0.00011531290657609245,0.0041321510036609,0.00423196020491578,0.15779972763104858,0.0005476791211831554,0.00029520780475909955,econ_time
-0.07397174254317111,-0.2732026494180033,0.012084478358501726,45.23570839395328,0.0017523821281288199,3.6671235853311965,0.06568454623982614,56.345899768276,5.00402003181224,0.09618017896857797,0.999556585817921,0.02021607762772818,3.988619361604963e-05,0.002452298523478058,9.479806648581574e-06,0.000277472750642527,0.0004947126431988163,0.013290422544006867,3.7940365347859204e-05,4.534240326337363e-06,econ_time:pe_only
-0.0008163265306122469,-0.0029499209464653913,0.01566506098941733,42.671151102805624,0.0017081644546658712,3.4591611526450334,0.19141123060061008,18.11281227806531,4.223209648618893,0.0904622943136765,0.9995619502359507,0.018945171026398942,8.842628829333247e-06,0.002301066331945512,0.00010480190667071931,0.003743154904710091,0.003978547130067529,0.1486087884478347,0.0004750059850808537,0.0002533794911936156,econ_time:qk_only
