model_kind,vs,t,p,n
econ_time,concat_a,-0.7975940223644251,0.4270543098954973,98
econ_time:pe_only,concat_a,-1.5044085989882883,0.135725396264538,98
econ_time:qk_only,concat_a,1.044812230896837,0.2987065312502836,98
