model_kind,vs,t,p,n
static,concat_a,0.3446451983295741,0.7311072453512723,98
tau_rope,concat_a,-0.5770999562400704,0.5652089365614932,98
tau_rope_concat,concat_a,-2.8685403785827455,0.005060354511126821,98
