model_kind,vs,t,p,n
static,concat_a,-0.9054534072729385,0.3674687904634114,98
concat_a:binned_intensity_only,concat_a,-2.512451243737199,0.013639316829946504,98
film_a:binned_intensity_only,concat_a,-2.870160041258651,0.005036554317414422,98
concat_a:binned_all,concat_a,0.16834492895672737,0.8666624499846164,98
film_a:binned_all,concat_a,-1.7092439586943444,0.09060334368666811,98
film_a:intensity_only,concat_a,-2.8248271611695106,0.005743009244908292,98
