ic,icir,mae,tau_last_mean,market_shift_mean,pe_scale_mean,fusion_gate_mean,context_gate_mean,bias_abs_mean,qk_abs_mean,bias_to_qk_ratio,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,qk_swap_delta_mean,rand_attn_swap_delta_mean,rand_qk_swap_delta_mean,attn_topk_delta_mean,attn_kl_mean,model_kind
0.041868131868131875,0.1583526395331897,0.007149924655538473,,,,,,,,,,,,,,,,,,,,,concat_a
0.07413657770800629,0.2851987367439916,0.007214906626074355,42.408788875657685,0.001670483503281614,0.100220687687397,0.4328150873524802,0.613533124583108,3.438306163768379,0.16053496309689114,21.43708837695132,4.14526320233637,0.09051209498120814,0.9995569167575058,0.019108645720597433,1.4951253423885423e-05,0.002320137406718366,0.00010442509582000119,0.003420813176971005,0.0037864022765769527,0.13163604362544662,0.00048272235580358884,0.0002522327048048895,econ_time
0.06310470740186332,0.24582315514067854,0.007224825835554379,42.527593769929844,0.001711589477823249,0.1002197191119194,0.43267508514073433,0.6134138896757243,3.447757000825843,0.04118462750726208,85.31493187695978,4.179367432886241,0.08849362869804003,0.9995851960717416,0.018936666425089448,8.021626545458424e-06,0.00228329260168331,5.585873038900009e-06,3.9476595874828266e-05,0.0003397824766713655,0.0023118955800689907,2.391307149676378e-05,3.330795426169358e-06,econ_time:pe_only
0.05703296703296704,0.2031113676858811,0.015964547420936233,43.594992228916716,0.0016891502091490036,,0.3980991244924312,0.6131314881723754,3.5346301988679536,0.15945358509311872,22.176734624417676,4.507320158335627,0.0941927862319411,0.9995426158515774,0.019807449663628122,1.6653042058555448e-05,0.002411379945293373,0.0001010243183510302,0.0032855562061755634,0.0036838298914859033,0.12540504653481957,0.0004527442196707184,0.00023882820043025053,econ_time:qk_only
