model_kind,vs,t,p,n
econ_time,concat_a,0.6831545060209621,0.49613771361976555,98
econ_time:pe_only,concat_a,0.45567961565116,0.6496388440168512,98
econ_time:qk_only,concat_a,0.31981160986659946,0.7497989606814528,98
