model_kind,vs,t,p,n
static,concat_a,0.5966570923847533,0.5521263664273314,98
concat_a:intensity_only,concat_a,0.05416197343169435,0.95691751301029,98
concat_a:position_only,concat_a,-0.2983247251284952,0.7660934405990039,98
concat_a:indexret_only,concat_a,-0.07402003423335043,0.9411468743800973,98
concat_a:intensity_indexret,concat_a,1.6165573636688257,0.10922164324316616,98
concat_a:no_intensity,concat_a,-1.7969472026815028,0.07545618019075781,98
