ic,icir,mae,tau_last_mean,market_shift_mean,pe_scale_mean,alpha_mean,fusion_gate_mean,context_gate_mean,bias_abs_mean,qk_abs_mean,bias_to_qk_ratio,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,step_intensity_spearman_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,qk_swap_delta_mean,rand_attn_swap_delta_mean,rand_qk_swap_delta_mean,attn_topk_delta_mean,attn_kl_mean,epochs,seed,model_kind,index_symbol,start,end
0.02938775510204082,0.11125829385890482,0.007178566203907622,,,,,,,,,,,,,,,,,,,,,,,1,7,concat_a,^IXIC,2022-01-01,2024-12-31
0.05364992150706435,0.21207383032891583,0.007190786538067256,28.98942299278415,0.0,,,0.3759222872281561,,,0.1291167551796047,,0.010441681574412375,0.0014224708234126281,0.9999994684238823,0.49307362936211724,0.00017117405595965874,2.9346164391965283e-09,,1.4231343869847032e-07,4.371535942482296e-06,1.3024048407163839e-05,0.0003986706773512382,7.321666989624571e-08,6.3094736746825046e-09,1,7,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
-0.03119309262166406,-0.11980209450136413,0.008614610112796068,,,,,,,,,,,,,,,,,,,,,,,1,7,static,^IXIC,2022-01-01,2024-12-31
0.028343799058084772,0.13261223025751329,0.016810066616211358,32.5720782377282,0.0,,1.007988452911377,0.3511027843611581,,,0.07902832787559957,,1.5569117613592927,0.11319701763212073,0.9983047946375243,1.0,0.012903121372266691,1.8218087450582154e-06,,1.4083090734820128e-05,0.0003995350102789472,0.0010868223751948586,0.030790841503791053,1.7619356527129825e-05,1.1281888646385132e-05,1,7,tau_rope,^IXIC,2022-01-01,2024-12-31
0.05665620094191523,0.2167692081921118,0.009236904845657354,,,,,,,,,,,,,,,,,,,,,,,1,17,concat_a,^IXIC,2022-01-01,2024-12-31
-0.021177394034536893,-0.08328989441367345,0.008544902934608453,29.193090594544703,0.0,,,0.23668080509317166,,,0.1388172997868791,,0.06030444462840654,0.001013717395205963,0.9999997573726032,0.38072012536420397,0.00011937331800866986,8.254939196061115e-09,,1.3752248496043e-07,4.074703313618761e-06,1.2040342468694411e-05,0.00035678471182016403,7.143069229080222e-08,6.320181325924932e-09,1,17,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
0.04318681318681319,0.1637411039699101,0.00973518551788316,,,,,,,,,,,,,,,,,,,,,,,1,17,static,^IXIC,2022-01-01,2024-12-31
-0.04768445839874411,-0.17009628288837333,0.026712142837149497,32.569370522791026,0.0,,1.0077993869781494,0.29535967076311304,,,0.2484532994031906,,1.5562717799021273,0.11317153404257735,0.9983053231725887,1.0,0.012900220448037191,3.713323753707263e-06,,3.387494601620532e-05,0.0009231639510894916,0.0026324763524017,0.07349341804912428,6.400766519340211e-05,6.216265561659161e-05,1,17,tau_rope,^IXIC,2022-01-01,2024-12-31
0.0631475667189953,0.23940127754738927,0.008444150887293249,,,,,,,,,,,,,,,,,,,,,,,1,27,concat_a,^IXIC,2022-01-01,2024-12-31
0.052519623233908956,0.18941518441715915,0.009225137783073083,29.268716792671047,0.0,,,0.37479854097171705,,,0.13515170892890618,,0.08435465390432854,0.0015953570990454957,0.9999993175876384,0.44179224500123937,0.0001975680780935586,1.933045533238625e-08,,1.0321666266867284e-07,2.987811740797265e-06,8.98835544184786e-06,0.0002585001021148224,1.0674749120198613e-07,3.162150137609692e-09,1,27,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
0.05129513343799058,0.1861069745713051,0.03198428710518591,,,,,,,,,,,,,,,,,,,,,,,1,27,static,^IXIC,2022-01-01,2024-12-31
0.039364207221350075,0.16118920757195704,0.008217407852193877,32.55648684988216,0.0,,1.0068995952606201,0.3112878398506009,,,0.11149902334930946,,1.5532284038407462,0.11305022039165606,0.9983078101459815,0.9999999088819578,0.01288641832502825,1.9577601734472783e-06,,1.9877336928811e-05,0.0006082285062542983,0.0015636754665527925,0.04812825761954015,2.4469478205214636e-05,2.0624345699606963e-05,1,27,tau_rope,^IXIC,2022-01-01,2024-12-31
0.05096546310832026,0.18274693060205052,0.007227430145437967,,,,,,,,,,,,,,,,,,,,,,,3,7,concat_a,^IXIC,2022-01-01,2024-12-31
0.007613814756671902,0.031633796584774124,0.0071836021166705784,28.32881516826396,0.0,,,0.3079179489126011,,,0.10576918043956465,,0.20270197701697446,0.0010909840695640756,0.999999718398464,0.2951318653076817,0.00012285718653940272,2.809933253696987e-09,,6.791158433392578e-08,2.0478573723805163e-06,5.853244499396438e-06,0.0001764185887293711,5.058210947963141e-08,1.3927069773709233e-09,3,7,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
-0.011428571428571425,-0.047063653745941667,0.007236244960912565,,,,,,,,,,,,,,,,,,,,,,,3,7,static,^IXIC,2022-01-01,2024-12-31
0.06862637362637362,0.2774530998168688,0.007213127653122818,32.55182357632384,0.0,,1.0065739154815674,0.22748681005774712,,,0.06928858613177222,,1.5521276130724926,0.11300632581000729,0.9983086884021759,0.9999999544333501,0.01288142265789971,7.596752625338885e-07,,1.2292576882791022e-05,0.0003536645983754448,0.000939569714094859,0.026908019972865335,1.3885534827583184e-05,8.302794516501828e-06,3,7,tau_rope,^IXIC,2022-01-01,2024-12-31
0.0399215070643642,0.1710811783642798,0.0072934024963915225,,,,,,,,,,,,,,,,,,,,,,,3,17,concat_a,^IXIC,2022-01-01,2024-12-31
0.042833594976452116,0.19333723115156182,0.00725382613063414,28.894808808151556,0.0,,,0.14605034213893267,,,0.13292710460570395,,0.03118743652439847,0.0008609655556121689,0.9999998497719668,0.29289070491721997,9.05272426981745e-05,3.740495564986249e-09,,1.1720148437206614e-07,3.482049888979028e-06,1.0635129380428838e-05,0.00031701193268863603,4.547942617009261e-08,4.063239325676919e-09,3,17,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
-0.03613392773153558,-0.13271548715226864,0.007181881154127119,,,,,,,,,,,,,,,,,,,,,,,3,17,static,^IXIC,2022-01-01,2024-12-31
-0.031664050235478795,-0.11453237620055826,0.0072706098921854825,32.59497975329963,0.0,,1.009587287902832,0.23946645478204806,,,0.2485748477797119,,1.5623296338076493,0.11341268164390812,0.9983003735542297,0.9999999544333501,0.012927657010375845,2.614305335648206e-06,,3.467712904759017e-05,0.0009323543882738723,0.0026614579884899655,0.07341035985254815,7.03697865597229e-05,6.470722788843869e-05,3,17,tau_rope,^IXIC,2022-01-01,2024-12-31
0.06368916797488225,0.27191301329118456,0.00861601152566703,,,,,,,,,,,,,,,,,,,,,,,3,27,concat_a,^IXIC,2022-01-01,2024-12-31
0.05671114599686028,0.22855688815557265,0.007205762756911196,28.768375941685267,0.0,,,0.22722708795751845,,,0.1267114348800815,,0.06943575299972174,0.0012183846489108186,0.99999961981968,0.28437478159067997,0.00014168022280352247,9.355800492422922e-09,,5.2753075602149876e-08,1.5117404998410185e-06,4.599807622365317e-06,0.00012880322360100466,3.366466315508994e-08,8.386941471942605e-10,3,27,learned_tau_rope,^IXIC,2022-01-01,2024-12-31
0.0785713983731266,0.3100164472668757,0.007532536397375666,,,,,,,,,,,,,,,,,,,,,,,3,27,static,^IXIC,2022-01-01,2024-12-31
0.05518838304552591,0.21538555923607855,0.007148354844477502,32.54638993010229,0.0,,1.0061943531036377,0.1885154035079236,,,0.12646785511654252,,1.5508454225379593,0.11295516917634071,0.9983097174946143,1.0,0.012875602665376299,9.328354986346498e-07,,2.211561221308645e-05,0.0006712191985273848,0.0017029951809895373,0.051964339128628904,2.56516679314236e-05,2.5455709651628334e-05,3,27,tau_rope,^IXIC,2022-01-01,2024-12-31
