model_kind,vs,t,p,n
static,concat_a,-1.8320058668031605,0.07001912894459666,98
film_a,concat_a,-2.457781455424135,0.015754383739978808,98
tau_rope,concat_a,-1.6355284807635206,0.10517933514598206,98
