ic,icir,mae,tau_last_mean,market_shift_mean,bias_abs_mean,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,model_kind
-0.047417582417582406,-0.18634305018457487,0.010796831053423899,43.24387791691994,0.0028478706011320558,17.529039665144317,4.399039057030969,0.09324871691514035,0.9995452944356568,0.019620548230500853,2.1294182052417676e-05,0.011933643874161097,2.2818012308859153e-05,econ_time
