ic,icir,mae,tau_last_mean,market_shift_mean,bias_abs_mean,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,model_kind
-0.0466640502354788,-0.17850751422866806,0.010630133957268285,43.36323695280114,0.0032134121636460933,35.15485660397277,4.435358528993568,0.09350439340940543,0.9995451654706683,0.019674998806143294,2.2491852239686617e-05,0.023934945004935166,2.101226937862075e-05,econ_time
