ic,icir,mae,tau_last_mean,market_shift_mean,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,model_kind
0.030722135007849295,0.11438978490940321,0.00739003723123119,,,,,,,,,,concat_a
-0.058273155416012565,-0.2202228849152091,0.0080667349348431,42.92783752908512,0.001504829894770317,4.2990891324257365,0.08885074791555501,0.999588322274539,0.019108258574744876,5.93048911921832e-05,0.0009957322177990358,2.1429946056593265e-05,econ_time
-0.03119309262166406,-0.11980209450136413,0.008614610112796068,,,,,,,,,,static
