ic,icir,mae,tau_last_mean,market_shift_mean,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,tau_swap_delta_mean,pred_swap_delta_mean,model_kind
0.030722135007849295,0.11438978490940321,0.00739003723123119,,,,,,,,concat_a
0.003555729984301409,0.01352358792752191,0.009034144675158378,42.803777305447326,0.00013283519992130874,4.260604707562194,0.08788909632636577,0.9995965192269306,0.01892991233997199,5.4001275982175556e-05,econ_time
-0.03119309262166406,-0.11980209450136413,0.008614610112796068,,,,,,,,static
