model_kind,vs,t,p,n
static,concat_a,-2.356317224203267,0.020468218949122964,98
econ_time,concat_a,-0.14360109318357642,0.8861133822760787,98
econ_time:pe_only,concat_a,-0.03768082215452294,0.9700196074636153,98
econ_time:qk_only,concat_a,-1.0898014318216183,0.27850059802347177,98
