model_kind,vs,t,p,n
static,concat_a,0.8290195436981258,0.40912872609578554,98
concat_a:binned_intensity_only,concat_a,1.8822586036369098,0.06279839475653293,98
film_a:binned_intensity_only,concat_a,1.7934901404953185,0.07601078190458695,98
concat_a:binned_all,concat_a,-2.735408309216316,0.007408859661268086,98
film_a:binned_all,concat_a,0.34108176555261877,0.7337797271766003,98
film_a:intensity_only,concat_a,1.7717157793551452,0.0795820569613637,98
