epochs,model_kind,ic_mean,ic_std,icir_mean,mae_mean,mae_std,pe_scale_mean,pe_scale_std,fusion_gate_mean,context_gate_mean,attn_swap_delta_mean,qk_swap_delta_mean
1,concat_a,0.02938775510204082,,0.11125829385890482,0.007178566203907622,,,,,,,
1,static,-0.03119309262166406,,-0.11980209450136413,0.008614610112796068,,,,,,,
1,tau_rope,0.028343799058084772,,0.13261223025751329,0.016810066616211358,,,,0.3511027843611581,,1.4083090734820128e-05,0.0003995350102789472
3,concat_a,0.05096546310832026,,0.18274693060205052,0.007227430145437967,,,,,,,
3,static,-0.011428571428571425,,-0.047063653745941667,0.007236244960912565,,,,,,,
3,tau_rope,0.06862637362637362,,0.2774530998168688,0.007213127653122818,,,,0.22748681005774712,,1.2292576882791022e-05,0.0003536645983754448
