ic,icir,mae,tau_last_mean,market_shift_mean,pe_scale_mean,alpha_mean,fusion_gate_mean,context_gate_mean,bias_abs_mean,qk_abs_mean,bias_to_qk_ratio,tau_dev_std_mean,step_dev_std_mean,tau_corr_mean,step_intensity_spearman_mean,tau_swap_delta_mean,pred_swap_delta_mean,bias_swap_delta_mean,attn_swap_delta_mean,qk_swap_delta_mean,rand_attn_swap_delta_mean,rand_qk_swap_delta_mean,attn_topk_delta_mean,attn_kl_mean,model_kind
0.041868131868131875,0.1583526395331897,0.007149924655538473,,,,,,,,,,,,,,,,,,,,,,,concat_a
0.053328100470957616,0.2132136953215878,0.007356086874008896,28.863645164334045,0.0,,,0.37593967581281856,,,0.13059884238303923,,0.040713077658141146,0.0019463388378760417,0.9999992233149859,0.379945260906793,0.00020821148096061102,4.278761999947684e-09,,1.9710252144834936e-07,6.0655274811157435e-06,1.7917995202359244e-05,0.0005493746755410586,9.338240202765167e-08,1.0069026299034684e-08,learned_tau_rope
-0.03119309262166406,-0.11980209450136413,0.008614610112796068,,,,,,,,,,,,,,,,,,,,,,,static
0.028924646781789635,0.13795450501124762,0.016822995790804266,31.641736692311813,0.0,,1.0060337781906128,0.3510770362129017,,,0.07961608224377341,,1.4720847773916867,0.12885085989398007,0.9978913822952582,1.0,0.014013306685932437,2.058877096492417e-06,,1.619641582080049e-05,0.0004628662527443803,0.0012375162025362405,0.03537453803894281,1.9272904579078646e-05,1.2561307558983998e-05,tau_rope
