model_kind,vs,t,p,n
econ_time,concat_a,0.6660339774598747,0.5069702711865933,98
econ_time:pe_only,concat_a,0.30966915658843663,0.7574768259801957,98
econ_time:qk_only,concat_a,0.31981160986659946,0.7497989606814528,98
