epochs,model_kind,ic_mean,ic_std,icir_mean,mae_mean,mae_std,param_count,step_intensity_spearman_mean,tau_corr_mean,pe_scale_mean,pe_scale_std,fusion_gate_mean,context_gate_mean,attn_swap_delta_mean,qk_swap_delta_mean,xip_h_int_norm_mean,xip_h_int_ratio_mean,xip_pred_delta_mean,xip_ic_off_mean,xip_ic_drop_mean
3,concat_a:intensity_indexret,0.05919435309877805,0.02262371592386899,0.24311852897221842,0.00767546437581372,0.00040664539717079156,45266.0,,,,,,,,,,,,,
3,static,0.010336299737673199,0.060370606853473355,0.04341243545622181,0.00731688750413845,0.00018872516985786065,45202.0,,,,,,,,,,,,,
3,xip_a:intensity_indexret,0.060826792255363686,0.021698413883967836,0.24459238580007414,0.007237286116288669,8.30940540049634e-05,45418.0,,,,,,,,,0.0633406678032206,0.04185824354692381,3.6124294484350955e-05,0.058939101828019556,0.0018876904273441297
