seed,model_kind,vs,t,p,n
7,econ_time,concat_a,0.6660339774598747,0.5069702711865933,98
7,econ_time:pe_only,concat_a,0.30966915658843663,0.7574768259801957,98
7,econ_time:qk_only,concat_a,0.31981160986659946,0.7497989606814528,98
7,static,concat_a,-2.356317224203267,0.020468218949122964,98
7,econ_time,static,2.3397864350443895,0.021344633740227492,98
7,econ_time:pe_only,static,1.8673551766734486,0.06487158752907568,98
7,econ_time:qk_only,static,1.802327330423727,0.07459974435684205,98
