model_kind,vs,t,p,n
static,concat_a,1.9376251712565327,0.055577374976270855,98
concat_a:intensity_only,concat_a,1.632475805192842,0.10582152896107352,98
concat_a:position_only,concat_a,1.9599114926621108,0.05287579247304742,98
concat_a:indexret_only,concat_a,1.9346737022198846,0.0559437675409265,98
concat_a:intensity_indexret,concat_a,0.9558104545940254,0.3415440649938629,98
concat_a:no_intensity,concat_a,-1.470336574208661,0.1447069964684957,98
