ic,icir,mae,swap_delta,gate_mean,attn_entropy,crps,pi80,pi80_width,qce,pe_mode
0.051620046620046614,0.2143643276492046,0.008375345656184705,0.0,0.3439246575218258,3.4011960487654713,0.003197688019735682,0.9418181818181818,0.04631431433739084,0.09939393939393937,static
