index_symbol,start,end,pe_mode,ic_mean,ic_std,icir_mean,mae_mean,swap_mean
^GSPC,2020-01-01,2024-12-31,concat_a,0.027221018418201518,0.022622820420843716,0.10525406703444444,0.008387216426371465,0.0035231334674106518
^GSPC,2020-01-01,2024-12-31,flow_pe,0.010934452871072588,0.011916626198653033,0.041460888972839026,0.008175598122953171,0.00019281191043031047
^GSPC,2020-01-01,2024-12-31,static,-0.01917118093174431,0.0025587612666988944,-0.0706914452207263,0.009158986701833374,0.0
^GSPC,2022-01-01,2024-12-31,concat_a,0.0359965034965035,0.0011620286264254459,0.14539726219071117,0.016296107921010616,0.007935600025635777
^GSPC,2022-01-01,2024-12-31,flow_pe,0.02566433566433566,0.002736124141654238,0.09670928506543769,0.019042083073779265,0.0008545343750015354
^GSPC,2022-01-01,2024-12-31,static,0.007150349650349649,0.005002492030072666,0.027613242431829575,0.023948834024621626,0.0
^IXIC,2020-01-01,2024-12-31,concat_a,0.027815507791385835,0.020993006413336346,0.10572216759535115,0.008741480960431968,0.00409869742750282
^IXIC,2020-01-01,2024-12-31,flow_pe,0.011186348862405205,0.011299918767607348,0.04246446817648554,0.008183005066955549,0.00021052522322451562
^IXIC,2020-01-01,2024-12-31,static,-0.01917118093174431,0.0025587612666988944,-0.0706914452207263,0.009158986701833374,0.0
