pe_mode,ic_mean,icir_mean,mae_mean,crps_mean,pi80_mean,pi80_width_mean,qce_mean
concat_a,0.004731121044680367,0.017565186341875264,0.00821548514849107,0.003229240295543938,0.8402308313155771,0.034252145317465045,0.09706010223298359
flow_pe,-0.0066402081910556495,-0.028059989381009946,0.009284050193943568,0.003531446579791017,0.864818401937046,0.043546413874169944,0.1239888081786387
static,0.01742166966743238,0.06933267156617473,0.008903731854740016,0.003203643224164137,0.8523750336292709,0.0334978369803343,0.09553058918482646
